title,author,goodreads_url,ol_title,ol_author,cover_url,openlibrary_url,description,title_clean,author_clean,reading_level_sources,has_level_data,reading_level_estimate,summary_gpt,themes,tone,age_range_llm,reading_level_llm,complexity_analysis,reading_confidence_llm,llm_skipped,skip_reason,enriched_lexile_score,enrichment_source,confidence_level,priority_category
I Wish That I Had Duck Feet,Dr. Seuss,https://www.goodreads.com/book/show/28350.I_Wish_That_I_Had_Duck_Feet,I wish that I had duck feet,Dr. Seuss,https://covers.openlibrary.org/b/id/6906575-L.jpg,https://openlibrary.org/works/OL1907319W,"A boy imagines what it would be like if he had such things as duck feet, a whale spout, or an elephant's trunk.",I Wish That I Had Duck Feet,Dr. Seuss,"{""title_author_patterns"": {""age_range"": ""4-8"", ""category"": ""Beginning Readers"", ""source"": ""author_pattern"", ""confidence"": 0.6}}",True,"{""source"": ""author_pattern"", ""confidence"": 0.36, ""age_range"": ""4-8"", ""reading_category"": ""Beginning Readers""}","A boy imagines having different animal body parts like duck feet, a whale spout, and an elephant's trunk.","imagination, creativity, animal characteristics",playful,,,{},0.0,True,existing_reading_level_data,360.0,Educational Publishers,high,high_volume_match
Did I Ever Tell You How Lucky You Are?,Dr. Seuss,https://www.goodreads.com/book/show/79579.Did_I_Ever_Tell_You_How_Lucky_You_Are_,Did I ever tell you how lucky you are?,Dr. Seuss,https://covers.openlibrary.org/b/id/255212-L.jpg,https://openlibrary.org/works/OL1898295W,"Compared to the problems of some of the creatures the old man describes, the boy is really quite lucky.",Did I Ever Tell You How Lucky You Are?,Dr. Seuss,"{""title_author_patterns"": {""age_range"": ""4-8"", ""category"": ""Beginning Readers"", ""source"": ""author_pattern"", ""confidence"": 0.6}}",True,"{""source"": ""author_pattern"", ""confidence"": 0.36, ""age_range"": ""4-8"", ""reading_category"": ""Beginning Readers""}",A boy learns to appreciate his own good fortune after hearing about the challenges faced man.,"gratitude, perspective, luck, empathy",reflective,,,{},0.0,True,existing_reading_level_data,540.0,Educational Testing,high,mega_expansion
Alligators All Around,Maurice Sendak,https://www.goodreads.com/book/show/120705.Alligators_All_Around,Alligators all around,Maurice Sendak,https://covers.openlibrary.org/b/id/24085-L.jpg,https://openlibrary.org/works/OL2568874W,"An alligator jamboree, with all letters--A through Z.",Alligators All Around,Maurice Sendak,"{""title_author_patterns"": {""age_range"": ""4-8"", ""category"": ""Early Readers"", ""source"": ""author_pattern"", ""confidence"": 0.6}}",True,"{""source"": ""author_pattern"", ""confidence"": 0.36, ""age_range"": ""4-8"", ""reading_category"": ""Early Readers""}",A lively alligator jamboree featuring all the letters of the alphabet.,"alphabet, animals, celebration",lively,,,{},0.0,True,existing_reading_level_data,,,,
McElligot's Pool,Dr. Seuss,https://www.goodreads.com/book/show/7777.McElligot_s_Pool,McElligot's Pool,Dr. Seuss,https://covers.openlibrary.org/b/id/254571-L.jpg,https://openlibrary.org/works/OL261187W,"""Young man,"" laughed the farmer, ""You're sort of a fool! You'll never catch fish in McElligot's Pool!"" ""Hmmm"" answered Marco, ""It may be you're right. I've been here three hours without one single bite. There might be no fish, but again, well, there might!"" A boy imagines the rare and wonderful fish he might catch in McElligot's pool.",Mcelligot'S Pool,Dr. Seuss,"{""title_author_patterns"": {""age_range"": ""4-8"", ""category"": ""Beginning Readers"", ""source"": ""author_pattern"", ""confidence"": 0.6}}",True,"{""source"": ""author_pattern"", ""confidence"": 0.36, ""age_range"": ""4-8"", ""reading_category"": ""Beginning Readers""}","A boy named Marco imagines the rare and wonderful fish he might catch in McElligot's pool, despite being told by a farmer that there are no fish there.","imagination, possibility, creativity",whimsical,,,{},0.0,True,existing_reading_level_data,,,,
Emily's Runaway Imagination,Beverly Cleary,https://www.goodreads.com/book/show/198688.Emily_s_Runaway_Imagination,Emily's Runaway Imagination,Beverly Cleary,https://covers.openlibrary.org/b/id/15088112-L.jpg,https://openlibrary.org/works/OL151976W,"Emily decides that what the town of Pitchfork needs is a library, and comes up with a plan to make it happen.",Emily'S Runaway Imagination,Beverly Cleary,"{""title_author_patterns"": {""age_range"": ""7-11"", ""category"": ""Intermediate Readers"", ""source"": ""author_pattern"", ""confidence"": 0.6}}",True,"{""source"": ""author_pattern"", ""confidence"": 0.36, ""age_range"": ""7-11"", ""reading_category"": ""Intermediate Readers""}",A determined girl named Emily decides to bring a library to her town of Pitchfork and creates a plan to achieve her goal.,"determination, community, leadership",empowering,,,{},0.0,True,existing_reading_level_data,,,,
Officer Buckle and Gloria,Peggy Rathmann,https://www.goodreads.com/book/show/857445.Officer_Buckle_and_Gloria,Officer Buckle and Gloria,Peggy Rathmann,https://covers.openlibrary.org/b/id/259549-L.jpg,https://openlibrary.org/works/OL2752744W,"""Besides the beguiling story, the affable illustrations of the smiling Gloria, the accidental mayhem in the background, and the myriad safety tips -- such as 'always pull the toothpick out of your sandwhich' and 'never lick a stop sign in the winter' -- add to the enjoyment. A glorious picture book."" -- The Horn Book ""Rathmann is a quick rising star in the world of chidren's books. In this book, she again shows her flair for creating real characters, dramatic situations and for knowing what will make young audiences giggle and think."" -- Children's Book Review Magazine ""Rathman brings a lighter-than-air comic touch to this outstanding, solid-as-a-brick picture book."" -- Publisher's Weekly ""A five-star performance."" -- School Library Journal",Officer Buckle And Gloria,Peggy Rathmann,"{""description_enhanced"": {""reading_category"": ""Early Readers"", ""age_range"": ""3-6"", ""source"": ""description_series"", ""confidence"": 0.7}}",True,"{""reading_category"": ""Early Readers"", ""age_range"": ""3-6"", ""source"": ""description_series"", ""confidence"": 0.7}","A picture book featuring the smiling Gloria, filled with accidental mayhem and safety tips, presented in a humorous and engaging way.","friendship, adventure, humor",humorous,,,{},0.0,True,existing_reading_level_data,,,,
"Among the Hidden (Shadow Children, #1)",Margaret Peterson Haddix,https://www.goodreads.com/book/show/227651.Among_the_Hidden,Among the Hidden (Shadow Children #1),Margaret Peterson Haddix,https://covers.openlibrary.org/b/id/434627-L.jpg,https://openlibrary.org/works/OL548185W,"Twelve-year old Luke Garner struggles with his life as a shadow child, until he meets his daring new neighbor, Jen. Among the Hidden is a 1998 young adult novel by Margaret Peterson Haddix concerning a fictional future in which overly drastic measures have been taken to quell overpopulation. It is the first of seven novels in the ""Shadow Children"" series.","Among The Hidden (Shadow Children, #1)",Margaret Peterson Haddix,"{""description_enhanced"": {""age_range"": ""13+"", ""reading_category"": ""Advanced Young Readers"", ""source"": ""description_enhanced"", ""confidence"": 0.8}}",True,"{""age_range"": ""13+"", ""reading_category"": ""Advanced Young Readers"", ""source"": ""description_enhanced"", ""confidence"": 0.8}",A twelve-year-old shadow child named Luke befriends a daring new neighbor named Jen in a future where overpopulation leads to extreme measures.,"overpopulation, identity, friendship, dystopia",adventurous,,,{},0.0,True,existing_reading_level_data,,,,
The Missing Piece Meets the Big O,Shel Silverstein,https://www.goodreads.com/book/show/30125.The_Missing_Piece_Meets_the_Big_O,The Missing Piece Meets the Big O,Shel Silverstein,https://covers.openlibrary.org/b/id/6823304-L.jpg,https://openlibrary.org/works/OL15860754W,"A missing piece, looking for someone to carry it along, finally develops its own momentum.",The Missing Piece Meets The Big O,Shel Silverstein,"{""title_author_patterns"": {""age_range"": ""6-12"", ""category"": ""Intermediate Readers"", ""source"": ""author_pattern"", ""confidence"": 0.6}}",True,"{""source"": ""author_pattern"", ""confidence"": 0.36, ""age_range"": ""6-12"", ""reading_category"": ""Intermediate Readers""}",A missing piece goes on a journey to find someone to carry it along and eventually learns to move on its own.,"journey, independence, self-discovery",hopeful,,,{},0.0,True,existing_reading_level_data,,,,
"Ramona Forever (Ramona, #7)",Beverly Cleary,https://www.goodreads.com/book/show/91249.Ramona_Forever,Ramona Forever,Beverly Cleary,https://covers.openlibrary.org/b/id/8594846-L.jpg,https://openlibrary.org/works/OL151969W,"If you're not already a Beverly Cleary fan, you'll discover why she's such a popular author when you read Ramona Forever, the newest adventure in the Quimby family series. This story of a grown-up third grader who is sometimes a pest but always wonderful will keep you smiling till the very last page.","Ramona Forever (Ramona, #7)",Beverly Cleary,"{""title_author_patterns"": {""age_range"": ""7-11"", ""category"": ""Intermediate Readers"", ""source"": ""author_pattern"", ""confidence"": 0.6}}",True,"{""source"": ""author_pattern"", ""confidence"": 0.36, ""age_range"": ""7-11"", ""reading_category"": ""Intermediate Readers""}",A story about a third grader named Ramona who can be a pest but is always wonderful. This book will keep readers smiling until the very last page.,"family, growing up, friendship",heartwarming,,,{},0.0,True,existing_reading_level_data,900.0,MetaMetrics,high,high_volume_match
Ten Apples Up on Top,Dr. Seuss,https://www.goodreads.com/book/show/7797.Ten_Apples_Up_on_Top,Ten Apples Up on Top,Dr. Seuss,https://covers.openlibrary.org/b/id/423601-L.jpg,https://openlibrary.org/works/OL9153112W,"A lion, a dog, and a tiger balance apples on their heads.",Ten Apples Up On Top,Dr. Seuss,"{""title_author_patterns"": {""age_range"": ""4-8"", ""category"": ""Beginning Readers"", ""source"": ""author_pattern"", ""confidence"": 0.6}}",True,"{""source"": ""author_pattern"", ""confidence"": 0.36, ""age_range"": ""4-8"", ""reading_category"": ""Beginning Readers""}",Three animals balance apples on their heads in this simple and playful story.,"friendship, cooperation, balance",playful,,,{},0.0,True,existing_reading_level_data,280.0,Publisher/Random House,high,high_volume_match
Big Red Barn,Margaret Wise Brown,https://www.goodreads.com/book/show/401730.Big_Red_Barn,Big Red Barn,Margaret Wise Brown,https://covers.openlibrary.org/b/id/4660150-L.jpg,https://openlibrary.org/works/OL151876W,Rhymed text and illustrations introduce the many different animals that live in the big red barn.,Big Red Barn,Margaret Wise Brown,"{""title_author_patterns"": {""age_range"": ""3-6"", ""category"": ""Early Readers"", ""source"": ""author_pattern"", ""confidence"": 0.6}, ""llm_analysis"": {""age_range"": ""3-5"", ""reading_category"": ""Early Readers (3-5)"", ""confidence"": 0.9, ""source"": ""gpt_analysis_fix""}}",True,"{""source"": ""author_pattern"", ""confidence"": 0.36, ""age_range"": ""3-6"", ""reading_category"": ""Early Readers""}",A rhyming story introducing various animals living in a big red barn.,"animals, home, community",gentle,3-5,Early Readers (3-5),"{""vocabulary"": ""simple"", ""sentence_structure"": ""simple"", ""concepts"": ""concrete""}",0.9,False,,,,,
Blubber,Judy Blume,https://www.goodreads.com/book/show/37739.Blubber,Blubber,Judy Blume,https://covers.openlibrary.org/b/id/9268207-L.jpg,https://openlibrary.org/works/OL1838312W,"Blubber is a children's novel by Judy Blume first published in 1974. The narrator of the story is Jill Brenner, a Pennsylvania fifth-grader who joins her classmates in ostracizing and bullying Linda, an awkward and overweight girl. Linda gives an oral class report about whales and is hence nicknamed ""Blubber"" by her peers.",Blubber,Judy Blume,"{""title_author_patterns"": {""age_range"": ""8-12"", ""category"": ""Intermediate Readers"", ""source"": ""author_pattern"", ""confidence"": 0.6}}",True,"{""source"": ""author_pattern"", ""confidence"": 0.36, ""age_range"": ""8-12"", ""reading_category"": ""Intermediate Readers""}","A story about bullying and the consequences of ostracizing others, narrated by a fifth-grader who participates in the mistreatment of a classmate.","bullying, friendship, empathy",realistic,,,{},0.0,True,existing_reading_level_data,730,Educational Testing Service,high,maximum_expansion
"Henry and Beezus (Henry Huggins, #2)",Beverly Cleary,https://www.goodreads.com/book/show/149477.Henry_and_Beezus,Henry and Beezus,Beverly Cleary,https://covers.openlibrary.org/b/id/15088092-L.jpg,https://openlibrary.org/works/OL151922W,"Henry and Beezus is the second book in the Henry Huggins series. This humorous children's novel was written by Beverly Cleary and published in 1952. Henry comes up with many ways to earn money for the new red bicycle he wants, but they all seem to end up with him in trouble. Finally his friend Beezus gives him an idea that actually works.","Henry And Beezus (Henry Huggins, #2)",Beverly Cleary,"{""title_author_patterns"": {""age_range"": ""7-11"", ""category"": ""Intermediate Readers"", ""source"": ""author_pattern"", ""confidence"": 0.6}}",True,"{""source"": ""author_pattern"", ""confidence"": 0.36, ""age_range"": ""7-11"", ""reading_category"": ""Intermediate Readers""}","A humorous children's novel about a boy named Henry who tries various ways to earn money for a new bicycle, only to end up in trouble until his friend Beezus helps him out.","friendship, problem-solving, determination",humorous,,,{},0.0,True,existing_reading_level_data,920.0,Educational Testing Service,high,high_volume_match
